name,value,unit,source,derivation
rescue_gtm_minimum_uk_one_board_cac_q5_price_q80_median,15149037.727696,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_price_q80_value,31.351533,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q80
rescue_gtm_minimum_uk_one_board_cac_q5_price_q95_median,21221815.887623,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_price_q95_value,36.590349,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q95
rescue_gtm_minimum_uk_one_board_cac_q20_price_q5_median,-1835174.185804,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q5 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q20_value,13.995872,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q20
rescue_gtm_minimum_uk_one_board_cac_q20_price_q20_median,117568.855150,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q20 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q20_price_q40_median,1997591.994190,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q40 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q20_price_q60_median,4324661.739319,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q60 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q20_price_q80_median,7574605.827456,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q20_price_q95_median,11763445.565319,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_price_q5_median,-4246352.104756,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q5 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_value,24.401178,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q40
rescue_gtm_minimum_uk_one_board_cac_q40_price_q20_median,-3465026.270125,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q20 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_price_q40_median,-2665631.759940,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q40 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_price_q60_median,-1577276.601763,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q60 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_price_q80_median,62922.559265,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q40_price_q95_median,2361025.060329,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_price_q5_median,-5305524.293518,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q5 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_value,42.593896,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q60
rescue_gtm_minimum_uk_one_board_cac_q60_price_q20_median,-4946915.741709,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q20 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_price_q40_median,-4617511.680342,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q40 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_price_q60_median,-4217422.091781,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q60 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_price_q80_median,-3620720.495499,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q60_price_q95_median,-2798008.194212,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_price_q5_median,-5767446.733803,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q5 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_value,73.134412,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q80
rescue_gtm_minimum_uk_one_board_cac_q80_price_q20_median,-5620293.231528,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q20 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_price_q40_median,-5473230.932928,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q40 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_price_q60_median,-5275837.299649,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q60 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_price_q80_median,-5007715.677582,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q80_price_q95_median,-4662737.268526,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_price_q5_median,-5922217.842527,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q5 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_value,112.630952,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q95
rescue_gtm_minimum_uk_one_board_cac_q95_price_q20_median,-5853466.408997,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q20 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_price_q40_median,-5789251.103091,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q40 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_price_q60_median,-5702356.708612,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q60 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_price_q80_median,-5571186.583137,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q80 for gtm_minimum_uk_one_board
rescue_gtm_minimum_uk_one_board_cac_q95_price_q95_median,-5395598.726421,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q95 for gtm_minimum_uk_one_board
rescue_plan_of_record_cells_total,36,count,rescue_grid.csv,cells in the grid for scope plan_of_record
rescue_plan_of_record_cells_clearing,8,count,rescue_grid.csv,cells whose terminal_cash_median is above zero for scope plan_of_record
rescue_plan_of_record_best_median,58674956.548158,USD,rescue_grid.csv,highest terminal_cash_median in the grid for plan_of_record
rescue_plan_of_record_worst_median,-22830894.922705,USD,rescue_grid.csv,lowest terminal_cash_median in the grid for plan_of_record
rescue_plan_of_record_highest_cac_that_clears,13.995872,USD per acquisition,rescue_grid.csv,"largest value1 among cells whose terminal_cash_median is above zero, for plan_of_record"
rescue_plan_of_record_price_needed_at_that_cac,27.007827,GBP per month,rescue_grid.csv,"smallest value2 that clears at that acquisition cost, for plan_of_record"
rescue_plan_of_record_cac_q5_price_q5_median,-3926925.423464,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q5_value,9.221902,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q5
rescue_plan_of_record_price_q5_value,17.304886,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q5
rescue_plan_of_record_cac_q5_price_q20_median,4347525.381783,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_price_q20_value,20.687352,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q20
rescue_plan_of_record_cac_q5_price_q40_median,12910231.558718,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_price_q40_value,23.649951,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q40
rescue_plan_of_record_cac_q5_price_q60_median,23433448.094372,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_price_q60_value,27.007827,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q60
rescue_plan_of_record_cac_q5_price_q80_median,38407072.141065,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_price_q80_value,31.351533,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q80
rescue_plan_of_record_cac_q5_price_q95_median,58674956.548158,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q5 and price_uk_tut_gbp q95 for plan_of_record
rescue_plan_of_record_price_q95_value,36.590349,GBP per month,rescue_grid.csv,the pinned tutoring-anchored price at q95
rescue_plan_of_record_cac_q20_price_q5_median,-12667581.578692,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q20_value,13.995872,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q20
rescue_plan_of_record_cac_q20_price_q20_median,-8680722.868242,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_cac_q20_price_q40_median,-4376237.905919,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_cac_q20_price_q60_median,1263581.380818,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_cac_q20_price_q80_median,9589059.754179,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_cac_q20_price_q95_median,21017054.653324,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q20 and price_uk_tut_gbp q95 for plan_of_record
rescue_plan_of_record_cac_q40_price_q5_median,-18491184.162396,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q40_value,24.401178,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q40
rescue_plan_of_record_cac_q40_price_q20_median,-16704559.206871,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_cac_q40_price_q40_median,-15061545.015339,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_cac_q40_price_q60_median,-12928265.755693,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_cac_q40_price_q80_median,-9897235.345197,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_cac_q40_price_q95_median,-5494250.123906,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q40 and price_uk_tut_gbp q95 for plan_of_record
rescue_plan_of_record_cac_q60_price_q5_median,-21353327.679852,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q60_value,42.593896,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q60
rescue_plan_of_record_cac_q60_price_q20_median,-20505487.125583,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_cac_q60_price_q40_median,-19721753.526375,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_cac_q60_price_q60_median,-18706619.581897,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_cac_q60_price_q80_median,-17378148.351384,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_cac_q60_price_q95_median,-15729592.959116,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q60 and price_uk_tut_gbp q95 for plan_of_record
rescue_plan_of_record_cac_q80_price_q5_median,-22470813.653308,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q80_value,73.134412,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q80
rescue_plan_of_record_cac_q80_price_q20_median,-22157320.994556,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_cac_q80_price_q40_median,-21852027.822872,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_cac_q80_price_q60_median,-21400617.502612,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_cac_q80_price_q80_median,-20786958.635457,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_cac_q80_price_q95_median,-19991761.239098,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q80 and price_uk_tut_gbp q95 for plan_of_record
rescue_plan_of_record_cac_q95_price_q5_median,-22830894.922705,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q5 for plan_of_record
rescue_plan_of_record_cac_q95_value,112.630952,USD per acquisition,rescue_grid.csv,the pinned acquisition anchor at q95
rescue_plan_of_record_cac_q95_price_q20_median,-22688560.094419,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q20 for plan_of_record
rescue_plan_of_record_cac_q95_price_q40_median,-22535043.506594,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q40 for plan_of_record
rescue_plan_of_record_cac_q95_price_q60_median,-22351636.469289,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q60 for plan_of_record
rescue_plan_of_record_cac_q95_price_q80_median,-22084002.014360,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q80 for plan_of_record
rescue_plan_of_record_cac_q95_price_q95_median,-21691623.220233,USD,rescue_grid.csv,terminal_cash_median at cac_anchor_usd q95 and price_uk_tut_gbp q95 for plan_of_record
retained_months_exam_year_mean,3.787323,months per acquisition,cohorts.csv,every acquisition pinned into the examination-year segment; active households summed over months divided by acquisitions summed over months
retained_months_pre_exam_mean,4.011507,months per acquisition,cohorts.csv,"every acquisition pinned into the pre-examination-year segment, same arithmetic"
retained_months_alevel_mean,4.287092,months per acquisition,cohorts.csv,"every acquisition pinned into the A-level segment, same arithmetic"
year10_to_year11_retained_months_ratio,1.059193,ratio,cohorts.csv,"pre-examination-year retained months divided by examination-year retained months, as the code produces it"
year10_to_year11_ratio_p10,1.031259,ratio,cohorts.csv,the same ratio at the tenth percentile of each
year10_to_year11_ratio_p90,1.085659,ratio,cohorts.csv,the same ratio at the ninetieth percentile of each
share_paths_year10_at_least_doubles,0.000150,share,cohorts.csv,share of paths on which the pre-examination cohort retains at least twice as many months as the examination cohort
year10_ratio_with_no_summer_at_all,1.412942,ratio,cohorts.csv,the pre-to-examination retained-month ratio with the summer lapse pinned to zero and progression pinned to one: the summer removed entirely
year10_ratio_with_churn_at_its_floor,1.084465,ratio,cohorts.csv,the same ratio with in-term churn pinned to the bottom of its prior range and the summer left as sampled
year10_ratio_lift_from_removing_summer,0.353749,ratio points,cohorts.csv,"the Year 10 ratio with the summer removed entirely, less the ratio as sampled"
year10_ratio_lift_from_flooring_churn,0.025272,ratio points,cohorts.csv,"the Year 10 ratio with in-term churn at its floor, less the ratio as sampled"
year10_summer_lever_over_churn_lever,13.997739,ratio,cohorts.csv,the summer lever divided by the in-term churn lever: which of docs/10's two questions is the larger one
year10_ratio_with_no_summer_and_floor_churn,1.568830,ratio,cohorts.csv,"the same ratio with both pinned. An earlier version of this string called it the only combination that recovers the figure docs/10 reasons toward. It does not recover it: nothing in the prior ranges does, and saying otherwise was the same error the write-up made"
retained_months_exam_at_floor_churn,5.559634,months per acquisition,cohorts.csv,examination-year retained months with in-term churn at the bottom of its prior range
retained_months_pre_at_floor_churn,6.029230,months per acquisition,cohorts.csv,pre-examination retained months with in-term churn at the bottom of its prior range
shock_longest_bad_run_mean,5.725400,months,cohorts.csv,"mean of longest_demand_shock_bad_run, a published column of por_paths.csv: the longest run of consecutive months with the demand multiplier below SHOCK_BAD_THRESHOLD"
shock_longest_bad_run_p90,13.000000,months,cohorts.csv,the ninetieth percentile of longest_demand_shock_bad_run in por_paths.csv
shock_share_paths_bad_run_6plus,0.368050,share,cohorts.csv,share of por_paths.csv rows whose longest_demand_shock_bad_run is six or more
shock_share_paths_bad_run_12plus,0.119500,share,cohorts.csv,share of por_paths.csv rows whose longest_demand_shock_bad_run is twelve or more
shock_rho_median,0.701148,AR(1) coefficient,cohorts.csv,median of the shock_rho driver column
share_paths_content_exceeds_acquisition,0.834600,share,cohorts.csv,share of paths on which total content cost exceeds total acquisition and verification spend
share_paths_content_is_largest_line,0.592150,share,cohorts.csv,share of paths on which content is larger than both acquisition and people
share_paths_peak_funding_over_10m,0.830500,share,cohorts.csv,share of paths whose peak funding requirement exceeds ten million dollars
share_paths_terminal_cash_positive,0.119150,share,cohorts.csv,share of paths ending the horizon with cumulative cash above zero
final_year_hh_months_total,6556564730.725213,household months,cohorts.csv,active households summed over paths and over the final twelve months
share_paths_with_a_real_final_year,0.995950,share,cohorts.csv,"share of paths with at least twelve final-year household months, which is the set the per-path medians below are taken over"
final_year_contrib_per_hh_month_gross_pooled,31.206727,USD per household month,cohorts.csv,"total net revenue less inference, support, payment, hosting and app store fees over the final year, divided by total final-year household months: a gross margin, not a net one"
final_year_contrib_per_hh_month_gross_median,17.186640,USD per household month,cohorts.csv,median over paths with a real final year of the per-path gross contribution ratio
final_year_contrib_per_hh_month_allin_pooled,16.533930,USD per household month,cohorts.csv,"total net cash with acquisition and verification added back over the final year, divided by total final-year household months: net of engineering, content, overhead and compliance"
final_year_contrib_per_hh_month_allin_median,-86.912261,USD per household month,cohorts.csv,median over paths with a real final year of the per-path all-in contribution ratio
allin_minus_gross_contrib_per_hh_month_pooled,-14.672797,USD per household month,cohorts.csv,the pooled all-in figure less the pooled gross one: what the gross margin leaves out
gross_minus_allin_contrib_per_hh_month_pooled,14.672797,USD per household month,cohorts.csv,the pooled gross figure less the pooled all-in one: how much lower the all-in figure is
allin_consumed_per_hh_month_median,86.912261,USD per household month,cohorts.csv,the median path's all-in contribution with the sign reversed: what a household month consumes on the median path
blended_retained_months_mean,3.910588,months,cohorts.csv,retained months weighted by the sampled segment mix
final_year_ltv_gross_pooled,122.036641,USD per household,cohorts.csv,pooled gross contribution per household month times blended retained months
final_year_effective_cac_pooled,58.265006,USD per acquisition,cohorts.csv,"total final-year acquisition and verification spend over total final-year acquisitions, pooled across paths"
final_year_effective_cac_median,33.117962,USD per acquisition,cohorts.csv,median over paths with a real final year of the per-path effective acquisition cost
final_year_ltv_over_cac_pooled,2.094510,ratio,cohorts.csv,pooled gross lifetime value divided by pooled final-year effective cost per acquisition
final_year_cac_pooled_over_anchor_median,1.805921,ratio,cohorts.csv,pooled final-year effective acquisition cost divided by the median low-volume anchor: what the anchor understates by at the spend actually modelled
retained_months_per_path_mean,3.799779,months,cohorts.csv,"per-path realised retained months: active household months over acquisitions, path by path"
retained_months_per_path_p10,2.639646,months,cohorts.csv,tenth percentile of that per-path figure
retained_months_per_path_p90,5.239787,months,cohorts.csv,ninetieth percentile of that per-path figure
share_paths_final_year_ltv_below_cac,0.104925,share,cohorts.csv,"share of paths with a real final year on which gross lifetime value, computed on THAT PATH's realised retained months, is below the final-year effective cost per acquisition"
share_paths_final_year_ltv_below_cac_scalar_months,0.102766,share,cohorts.csv,"the same share computed the way it used to be, with the sample-mean retained months applied to every path, published so the size of that error is on the record rather than only in the change log"
share_paths_final_year_ltv_allin_below_cac,0.849842,share,cohorts.csv,"share of paths with a real final year on which ALL-IN lifetime value, which carries the demand-independent cost base, is below the final-year effective cost per acquisition"
share_paths_final_year_ltv_allin_below_cac_pct,84.984186,per cent,cohorts.csv,the same share as a percentage
share_paths_final_year_ltv_below_cac_pct,10.492495,per cent,cohorts.csv,"the gross share as a percentage, published beside the all-in one so the two are never quoted apart"
shock_cost_terminal_cash_mean,63843.410186,USD,cohorts.csv,"terminal cash mean with the demand shock as sampled, less the same with shock_sd pinned to zero: what the whole persistent-shock apparatus is worth"
shock_cost_terminal_cash_median,-22690.635665,USD,cohorts.csv,the same on the median path
shock_cost_peak_funding_p80,26640.654758,USD,cohorts.csv,the same on the eightieth-percentile peak funding requirement
shock_cost_on_worst_affected_mean,-3789819.442542,USD,cohorts.csv,"the same terminal-cash difference, over only the paths with a run of twelve or more bad months"
shock_cost_on_worst_affected_median,-614994.271296,USD,cohorts.csv,the median of that difference over the same worst-affected paths
missing_night_rota_cost_per_year,149793.106707,USD per year,cohorts.csv,"three full-time posts at the median Bengaluru salary and overhead multiplier, with a thirty per cent night premium"
missing_night_rota_cost_total,674068.980182,USD,cohorts.csv,that annual cost from the UK go-to-market month to the end of the horizon
missing_night_rota_share_of_total_cost,0.016730,share,cohorts.csv,the missing rota divided by the total modelled cost
por_total_cost_recomputed,40290730.196091,USD,cohorts.csv,"sum over paths and months of every modelled cost line, averaged over paths"
ltv_cap_assumed_months,5.617056,months,cohorts.csv,"the retained months ltv_estimate assumes, weighted by the acquisitions actually made in each month and using the United Kingdom examination calendar: what the only restraint on acquisition spend believes"
ltv_cap_realised_months,3.799779,months,cohorts.csv,"the retained months the model delivers over the same run, right-censored by the horizon"
ltv_cap_months_overstatement,1.478259,ratio,cohorts.csv,"the first divided by the second. The budget cap inverts the saturation curve, so permitted spend scales as roughly the square of this"
price_drift_share_paths_negative,0.303000,share,cohorts.csv,"share of paths on which real price drift is negative: the prior is normal and unbounded, so prices fall on this share of paths"
price_drift_multiplier_at_horizon_p05,0.841243,multiple,cohorts.csv,the cumulative real price multiplier at month 60 at the fifth percentile of paths
price_drift_multiplier_at_horizon_p95,1.364286,multiple,cohorts.csv,the same at the ninety-fifth percentile
por_content_cost_mean_month,28.414398,month,cohorts.csv,the acquisition-weighted mean month of content spend
por_cac_spend_mean_month,40.305636,month,cohorts.csv,the same for acquisition spend
por_revenue_mean_month,40.450704,month,cohorts.csv,the same for net revenue
por_negative_cash_mean_month,19.589569,month,cohorts.csv,the magnitude-weighted mean month of the NEGATIVE net cash months
por_positive_cash_mean_month,47.970826,month,cohorts.csv,the same for the positive ones
por_negative_cash_month_count,42.000000,months,cohorts.csv,how many of the months carry negative mean net cash
retained_months_uncensored_mean,4.468761,months,cohorts.csv,"retained months with acquisition switched off after month 24, so every acquisition has at least three years to run out"
retained_months_censoring_lift,0.668983,months,cohorts.csv,how many months the horizon is taking off the published figure
retained_months_censoring_lift_pct,17.605830,per cent,cohorts.csv,the same as a percentage of the published figure
por_terminal_cash_mc_se,631270.519985,USD,cohorts.csv,standard error of the mean of terminal_cash across paths: the sampling error on the headline level at this seed and this path count
por_terminal_cash_mc_se_two_sigma,1262541.039970,USD,cohorts.csv,"twice that, which is the interval a figure quoted to the dollar actually carries"
por_terminal_cash_npv_00,-7278633.155541,USD,cohorts.csv,"mean over paths of net cash discounted monthly at 0 per cent a year: the model discounts nothing, and this is what that is worth"
por_npv_00_less_undiscounted,0.000000,USD,cohorts.csv,that present value less the undiscounted terminal cash mean
por_discounted_content_cost_share_00_pct,34.662628,per cent,cohorts.csv,content_cost as a share of discounted total cost at 0 per cent a year
por_discounted_cac_spend_share_00_pct,28.969682,per cent,cohorts.csv,cac_spend as a share of discounted total cost at 0 per cent a year
por_discounted_cost_over_revenue_00,1.220484,ratio,cohorts.csv,discounted total cost over discounted net revenue at 0 per cent a year
por_terminal_cash_npv_12,-6754870.412256,USD,cohorts.csv,"mean over paths of net cash discounted monthly at 12 per cent a year: the model discounts nothing, and this is what that is worth"
por_npv_12_less_undiscounted,523762.743285,USD,cohorts.csv,that present value less the undiscounted terminal cash mean
por_discounted_content_cost_share_12_pct,36.676033,per cent,cohorts.csv,content_cost as a share of discounted total cost at 12 per cent a year
por_discounted_cac_spend_share_12_pct,27.297096,per cent,cohorts.csv,cac_spend as a share of discounted total cost at 12 per cent a year
por_discounted_cost_over_revenue_12,1.297849,ratio,cohorts.csv,discounted total cost over discounted net revenue at 12 per cent a year
por_terminal_cash_npv_25,-6205736.005053,USD,cohorts.csv,"mean over paths of net cash discounted monthly at 25 per cent a year: the model discounts nothing, and this is what that is worth"
por_npv_25_less_undiscounted,1072897.150488,USD,cohorts.csv,that present value less the undiscounted terminal cash mean
por_discounted_content_cost_share_25_pct,38.717412,per cent,cohorts.csv,content_cost as a share of discounted total cost at 25 per cent a year
por_discounted_cac_spend_share_25_pct,25.594562,per cent,cohorts.csv,cac_spend as a share of discounted total cost at 25 per cent a year
por_discounted_cost_over_revenue_25,1.388674,ratio,cohorts.csv,discounted total cost over discounted net revenue at 25 per cent a year
por_inference_over_gross_revenue_pooled,0.029380,share,cohorts.csv,"total inference cost over total gross consumer revenue, pooled across paths: docs/10's row is variable cost against PRICE, not against total cost"
por_inference_over_gross_revenue_median,0.033576,share,cohorts.csv,the same ratio on the median path
por_variable_over_gross_revenue_median,0.115702,share,cohorts.csv,"all four variable cost lines over gross consumer revenue, on the median path"
por_variable_over_gross_revenue_p90,0.277233,share,cohorts.csv,the same at the ninetieth percentile of paths
share_paths_variable_cost_over_half_of_revenue,0.014151,share,cohorts.csv,"share of live paths on which variable cost exceeds half of gross consumer revenue, which is where docs/10 says its sensitivity row reverses"
share_paths_variable_cost_over_revenue,0.000000,share,cohorts.csv,share of live paths on which variable cost exceeds gross consumer revenue outright
demand_independent_spent_months_0_18,6093624.714570,USD,cohorts.csv,the demand-independent block spent in months 0 to 18
demand_independent_share_months_0_18,0.243770,share,cohorts.csv,that as a share of the whole block
